TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
3,132,2,96,3,5,159,48
2,2499,1,24,4,1,1262,380
4,618,1,41,3,1,592,20
3,99,2,61,3,4,112,43
4,2888,3,269,4,3,2839,222
5,2828,3,37,2,1,2582,84
3,1833,5,99,3,4,1352,521
3,319,4,53,3,2,259,56
4,2196,2,267,3,5,2218,122
4,404,1,285,4,4,620,62
2,2444,3,209,3,1,1326,396
3,1146,2,133,3,4,894,346
4,1134,5,178,4,4,1182,117
4,782,2,8,3,2,711,39
4,608,1,194,4,2,721,40
2,2955,3,113,2,3,1535,1074
4,961,4,23,4,5,886,68
2,631,4,50,3,5,339,239
2,379,4,433,3,1,406,121
2,2333,4,155,3,2,1243,621
4,84,4,26,4,3,99,7
5,2800,1,42,2,3,2557,199
3,47,3,242,3,4,202,78
3,1357,5,47,4,3,980,297
4,3,4,20,4,5,20,2
2,2153,4,439,4,4,1295,1166
4,2250,3,48,3,4,2066,208
3,676,3,71,1,5,522,202
4,210,2,159,4,5,332,33
4,30,1,154,2,5,165,17
2,2399,4,10,3,1,1206,361
3,1469,3,20,3,3,1043,312
2,198,5,316,2,5,257,179
2,2074,1,47,3,5,1056,746
4,370,4,90,2,3,414,32
2,2601,4,69,3,5,1335,932
3,2455,3,45,3,5,1753,522
4,1988,3,16,2,4,1804,179
4,2424,5,4,2,2,2183,122
2,858,2,72,2,3,464,326
4,1956,4,31,4,1,1787,59
3,1150,5,471,2,4,1135,437
2,43,4,3,3,2,23,11
2,787,3,88,3,4,436,394
4,1835,5,66,4,2,1707,97
2,518,3,98,3,4,307,278
2,42,2,142,3,1,92,27
2,312,4,27,3,1,169,51
3,59,4,81,3,2,97,21
4,2862,3,135,3,4,2693,273
2,1107,5,41,3,3,576,400
4,1043,5,3,3,5,944,71
4,539,5,8,3,1,491,16
3,251,3,108,3,5,251,32
3,381,2,33,3,3,289,87
2,2055,1,261,3,2,1158,578
4,2582,1,148,3,2,2455,136
4,140,5,22,4,5,145,8
3,1092,5,21,2,3,781,232
3,1591,4,29,3,4,1134,437
2,1781,5,202,3,3,993,692
2,512,2,13,2,1,262,79
3,2765,2,3,3,3,1940,577
3,136,5,184,2,1,223,29
2,2606,5,15,3,4,1308,1180
4,2975,5,91,4,5,2756,278
2,2939,2,249,4,2,1593,798
3,2124,5,9,2,3,1496,445
4,1213,4,21,3,1,1110,37
2,677,1,27,4,2,351,176
3,805,4,119,2,3,647,194
4,1170,4,53,3,5,1101,85
4,171,1,65,3,4,212,21
3,2911,1,101,3,5,2117,804
4,176,2,289,4,1,418,14
4,395,4,218,3,1,551,18
4,2750,2,157,4,1,2615,87
3,714,4,33,3,5,523,67
4,2898,5,678,3,5,3218,107
5,2788,3,90,2,4,2594,255
2,183,1,4,2,5,93,84
4,2898,3,51,2,5,2654,265
2,1320,4,31,2,2,675,338
2,770,3,291,3,3,531,369
2,1796,3,747,4,3,1270,890
4,2846,4,79,3,4,2633,262
2,318,1,12,3,5,165,148
3,30,3,1,3,4,21,9
4,301,2,215,3,5,465,45
4,237,3,87,3,2,291,16
5,2768,3,39,4,2,2525,140
3,554,4,1,2,2,388,83
3,294,3,153,3,1,312,40
2,2261,1,60,3,5,1156,347
3,1037,4,31,4,1,746,96
2,1770,4,26,4,5,897,269
2,2119,2,3,3,4,1062,951
4,85,4,71,4,5,140,14
3,42,4,47,3,2,62,13
4,1097,2,39,3,3,1022,79
3,327,2,9,3,1,235,30
2,2964,4,120,3,3,1538,1082
4,625,3,63,2,4,619,61
3,280,4,36,3,2,221,47
2,2899,5,213,3,3,1549,1093
5,6,2,662,3,2,333,167
3,2050,3,71,3,2,1484,318
3,1251,3,41,2,1,902,117
4,1449,2,3,4,3,1306,102
3,1242,4,39,2,3,898,268
2,2769,3,80,3,4,1423,1284
5,2,4,43,3,4,22,20
4,439,4,647,4,2,977,54
3,800,5,163,3,4,673,261
4,1851,5,15,3,3,1683,128
3,210,1,114,4,4,226,88
2,1291,2,46,2,4,668,601
4,2438,3,1,2,2,2191,123
3,2840,4,123,3,5,2075,442
2,70,3,44,3,5,57,28
5,2350,4,43,2,3,1197,837
2,1926,3,80,3,5,1004,701
4,89,3,74,3,1,146,5
4,154,5,0,3,1,138,4
2,438,4,103,2,1,270,80
4,1687,2,76,1,3,1586,123
4,294,4,383,3,5,609,47
2,2796,4,279,3,1,1536,459
2,1613,4,13,2,1,814,242
3,365,1,129,3,5,346,44
3,2964,3,10,2,4,2083,801
3,1651,4,175,2,3,1277,384
3,2766,3,47,2,4,1967,762
3,103,3,44,3,5,102,40
5,2972,4,7,2,3,2087,624
4,302,4,50,3,3,317,24
4,139,3,269,3,2,367,20
2,537,3,49,3,3,292,205
5,460,2,6,4,3,233,162
3,2337,1,69,3,5,1687,503
3,695,1,55,3,5,525,157
4,413,2,28,3,4,396,40
2,2766,3,31,2,3,1401,974
3,1356,2,103,3,5,1021,307
3,301,1,265,3,1,396,51
3,1594,5,7,4,1,1119,144
3,293,3,11,3,1,212,27
4,176,4,91,3,2,240,13
2,31,4,46,3,4,38,35
3,2853,3,33,3,1,2019,258
4,1684,3,30,3,2,1538,88
4,12,5,167,3,4,160,17
2,1341,4,108,4,3,725,507
4,272,2,26,3,1,267,9
1,1149,3,7,3,5,347,241
2,265,2,134,2,2,198,100
2,2313,2,35,2,2,1170,588
2,607,5,16,3,3,310,219
2,931,3,133,4,2,533,265
5,1526,4,15,3,3,771,538
3,471,3,22,2,3,344,104
4,1103,4,12,2,2,1003,55
4,1025,4,76,4,1,992,32
4,67,4,56,4,4,110,11
4,97,4,246,3,2,308,17
4,2922,3,37,4,4,2663,266
4,274,2,174,2,3,403,31
4,549,4,5,3,2,498,28
4,2310,2,12,2,5,2090,115
4,1072,3,568,3,3,1477,113
2,117,4,65,3,4,90,82
2,2200,2,65,3,1,1134,339
2,466,4,49,3,3,256,180
2,1674,4,33,3,4,851,772
3,341,4,2,3,4,240,92
3,1316,4,24,3,3,938,281
2,1010,2,7,4,2,509,253
3,1154,2,36,3,3,833,250
2,1646,3,2,3,5,823,577
3,503,1,431,2,5,654,196
3,499,2,55,3,4,388,149
4,1017,3,70,2,1,976,33
3,2240,4,76,3,2,1625,345
4,800,4,57,3,1,771,25
4,1934,2,17,3,2,1753,98
3,326,2,57,3,5,268,57
3,2796,4,56,3,2,1997,427
2,2995,2,269,3,4,1638,1465
3,1548,4,88,2,4,1146,441
3,2839,4,36,3,1,2007,259
2,671,4,81,2,5,376,112
5,217,4,24,4,1,120,36
4,1256,4,166,3,2,1277,72
4,276,3,13,3,1,259,9
4,27,4,19,4,2,41,2
5,1005,5,73,3,4,968,99
2,299,4,0,3,4,149,135
4,386,1,72,3,2,412,22
2,1529,2,212,3,1,872,261
4,1646,1,27,3,1,1505,50
2,82,5,56,3,3,69,48
4,677,5,269,2,1,851,28
3,2286,2,136,4,1,1697,217
3,68,3,43,4,2,77,16
3,1167,3,9,3,1,824,105
2,2254,2,26,3,1,1136,342
3,279,3,831,3,2,776,166
3,2285,3,274,3,4,1791,690
3,2932,3,44,3,5,2077,808
3,636,3,184,2,5,573,222
4,32,4,20,3,2,46,3
3,218,5,195,3,2,288,62
4,1540,4,100,4,1,1474,49
2,1167,2,26,3,5,596,178
3,2793,2,67,4,2,2002,429
3,1469,3,26,3,2,1048,223
4,637,1,10,3,1,582,19
2,2878,3,3,3,4,1440,1297
2,4,4,49,4,5,26,24
2,2988,4,31,4,4,1508,1359
5,511,4,77,3,2,294,146
5,179,5,197,2,5,187,94
2,2799,2,22,3,4,1406,1276
3,82,5,97,3,2,125,26
2,311,3,383,4,2,347,173
2,279,3,208,3,1,243,73
5,393,4,70,3,2,231,116
2,745,4,197,3,2,470,237
3,2419,4,24,2,3,1706,515
4,256,2,25,3,2,252,14
3,438,2,73,3,4,357,138
4,29,5,38,2,2,60,3
2,2262,3,1,2,1,1130,337
4,1237,2,215,3,5,1303,44
2,1297,2,33,4,3,666,465
4,1812,2,46,3,2,1673,92
2,275,2,90,3,5,183,90
3,29,1,432,4,3,322,97
2,1606,5,222,3,2,915,456
3,2996,1,245,3,3,2273,676
5,372,4,122,2,3,345,104
2,456,1,5,4,3,230,161
1,74,5,12,2,2,25,30
3,200,4,21,4,3,154,46
3,487,1,11,4,1,348,45
5,109,2,400,2,3,356,107
2,1653,1,92,3,5,870,613
2,758,2,450,2,1,603,181
2,1527,4,353,3,4,939,847
4,84,1,7,3,3,81,7
3,15,4,34,4,4,34,13
3,2275,5,421,3,5,1886,728
3,860,4,25,2,3,619,185
2,882,4,34,2,1,459,136
4,906,3,49,2,1,859,29
1,141,1,38,4,1,53,37
2,1654,5,360,4,1,1007,302
4,667,4,8,3,4,607,61
5,875,5,35,4,3,819,63
4,459,5,3,3,3,414,33
2,2894,4,1,3,4,1443,1307
3,40,3,479,3,1,363,46
2,1405,3,95,3,1,749,226
3,707,2,30,4,4,516,199
4,1655,2,68,4,3,1548,122
3,495,2,394,3,5,622,186
5,10,4,9,3,5,13,4
2,587,1,10,3,5,297,209
2,2273,2,23,4,1,1149,346
2,2913,5,18,2,2,1465,729
2,226,2,69,2,1,147,44
3,2391,3,229,4,1,1833,235
4,16,3,99,4,3,103,8
5,2618,2,64,4,1,2405,83
4,16,2,288,3,5,273,9
4,414,4,8,2,3,380,29
1,1128,3,406,2,2,459,539
3,2444,2,18,4,5,1724,370
4,2282,5,66,2,2,2109,119
1,2324,5,37,2,5,710,826
3,110,3,584,3,5,484,105
1,2923,2,726,3,5,1095,1273
3,369,3,12,3,5,266,57
3,2798,5,61,3,3,1994,604
4,2762,3,62,4,2,2541,141
2,2500,4,292,3,3,1395,978
2,82,1,34,3,1,58,17
2,117,3,491,4,1,303,91
5,1119,4,22,4,5,570,170
4,3,3,186,3,1,170,5
3,65,3,67,2,1,92,11
3,2992,3,134,3,3,2192,654
5,53,3,16,4,1,48,6
5,235,4,441,4,3,474,141
3,268,4,46,4,5,220,65
2,419,2,183,2,3,300,211
1,336,4,56,4,1,117,82
2,315,3,38,3,3,176,123
1,2866,3,47,3,2,874,1021
3,2275,1,152,2,4,1696,657
4,388,2,207,2,2,535,29
4,2967,5,3,4,4,2671,269
1,330,2,93,3,2,126,148
1,518,4,4,3,5,156,183
5,95,3,316,3,4,123,259
3,206,4,2,3,1,145,18
2,737,5,6,3,2,370,185
5,2699,3,173,4,3,1436,1003
5,159,1,163,3,4,161,144
4,2770,1,38,3,1,2524,85
2,2339,3,74,4,3,1208,841
4,2839,2,94,3,2,2640,146
2,273,1,70,3,5,171,86
5,333,5,6,3,4,169,153
3,2479,4,338,4,3,1972,592
3,1194,2,46,4,3,866,262
4,1409,1,10,3,1,1280,41
3,241,2,23,3,4,184,71
3,1308,3,168,3,5,1034,397
3,75,5,54,2,3,90,27
3,1605,4,23,4,4,1140,439
4,51,2,164,2,4,193,19
5,761,3,15,3,4,699,69
5,2800,1,183,3,2,2681,150
3,771,5,51,2,1,576,73
2,85,1,75,3,3,80,56
5,89,2,365,3,5,226,159
2,1076,2,35,4,2,555,278
3,2937,1,57,3,4,2105,798
2,2855,3,21,4,4,1438,1296
4,394,4,26,2,4,378,37
2,2835,4,113,3,1,1472,442
2,2471,4,185,3,4,1326,1197
3,86,3,182,3,4,187,72
5,293,2,18,3,2,217,46
3,1618,3,80,3,1,1189,153
2,291,4,96,2,2,193,96
2,1819,2,7,3,1,911,273
2,2989,4,31,4,4,1506,1361
3,995,4,204,3,2,838,180
2,435,3,34,5,1,234,70
4,251,3,38,3,4,260,26
4,2833,4,168,2,4,2703,268
2,329,5,234,3,3,281,197
2,1647,2,104,3,2,876,437
4,1381,5,50,2,3,1287,100
3,482,5,17,2,2,348,75
2,394,5,40,3,5,217,108
2,296,2,116,2,3,206,143
5,203,1,399,3,2,300,151
3,107,4,4,3,5,77,17
4,1393,3,23,4,4,1274,128
2,2478,4,279,3,1,1379,414
2,2865,4,200,2,4,1530,1381
3,247,2,56,4,4,211,82
2,860,2,42,3,2,450,226
3,141,3,105,3,2,172,37
4,1830,2,4,3,3,1650,128
4,317,2,15,5,5,298,23
4,146,3,73,4,3,197,15
2,52,4,701,3,4,375,339
4,550,2,606,4,5,1040,104
4,1744,4,244,3,5,1789,179
3,737,2,226,3,1,673,87
1,175,2,3,3,3,53,87
2,225,1,136,4,1,180,54
2,461,4,48,2,4,254,229
1,1620,4,241,3,3,557,913
2,1387,5,94,3,2,738,371
3,1214,3,152,4,1,956,122
3,2860,4,62,2,4,2047,785
1,2938,1,144,4,1,928,644
4,144,4,268,2,5,371,12
4,1007,2,221,4,3,1105,86
3,1913,1,14,3,3,1350,403
1,2844,4,65,2,3,870,1428
5,521,1,205,3,5,216,356
5,2494,3,367,2,1,856,600
3,237,4,73,3,5,217,27
3,159,3,197,2,4,249,96
2,1431,4,123,4,3,777,543
3,289,4,5,4,3,205,62
3,195,3,85,4,3,196,58
4,2875,1,209,3,5,2778,214
2,937,5,25,3,4,480,433
2,639,2,579,4,3,608,426
4,2766,1,6,3,4,2493,251
3,633,3,155,2,5,552,212
2,133,4,15,3,4,73,67
2,2624,4,94,3,5,1354,1227
5,2795,3,198,3,3,1492,1048
4,157,4,169,4,1,293,9
2,701,3,103,3,2,401,201
4,2438,3,381,2,3,2535,199
3,626,5,50,2,4,474,181
2,395,3,45,3,2,219,110
1,330,3,34,3,2,109,127
2,351,3,114,4,3,232,162
5,1854,1,187,3,4,1020,920
3,126,5,107,3,3,163,48
4,2454,4,121,3,2,2324,125
4,95,4,54,2,1,133,4
2,21,4,164,3,1,92,27
3,771,3,22,4,2,554,119
3,1689,5,134,3,5,1274,273
4,328,2,40,3,3,331,25
3,328,2,33,3,2,253,54
3,1216,2,19,4,5,865,184
5,977,4,92,3,5,747,161
4,2318,3,237,4,2,2301,126
2,2784,3,193,5,4,1491,1337
2,1428,5,46,3,1,737,222
3,1409,4,143,4,2,1088,231
2,2953,4,112,3,2,1538,766
5,2953,4,131,3,3,1541,1081
2,1034,3,59,2,5,546,383
4,523,3,6,4,3,476,37
4,151,4,22,3,2,155,9
2,480,1,85,3,1,282,85
2,510,4,216,4,2,363,181
2,789,1,218,3,5,502,252
3,276,5,89,3,5,255,54
2,316,3,173,5,3,243,172
3,54,3,83,3,2,95,20
4,2930,2,287,2,4,2889,295
2,2781,1,86,3,4,1432,1290
3,1149,2,33,4,3,828,247
4,2833,2,221,4,1,2744,92
2,119,4,37,3,2,77,39
3,1033,3,60,2,5,764,164
3,1146,3,11,4,1,810,104
4,129,3,93,3,5,199,6
2,34,2,98,3,2,65,33
3,1708,4,44,3,5,1224,263
3,2752,2,218,3,1,2074,269
3,277,5,377,3,2,457,98
4,2911,5,167,3,4,2768,278
2,616,3,143,2,5,380,341
4,1308,4,107,3,2,1272,71
3,1217,5,148,2,1,953,123
2,1922,5,11,3,3,968,674
4,2659,5,26,4,1,2418,80
4,18,2,59,3,2,69,3
2,588,2,98,4,2,343,171
2,381,4,98,3,1,239,71
4,2416,3,125,3,4,2282,233
2,1809,3,55,2,3,931,651
4,1143,4,1,3,3,1028,81
5,144,5,94,1,2,214,11
2,484,4,74,3,4,278,252
4,2279,4,177,3,4,2213,218
4,716,3,142,4,5,772,77
4,2108,3,142,3,1,2024,67
3,1,4,32,3,4,23,9
2,2781,5,65,3,5,1421,1283
4,17,4,79,3,3,86,6
1,1742,4,61,4,1,540,378
3,164,3,38,4,5,141,18
3,173,3,52,3,5,157,20
2,3000,2,56,3,2,1525,768
3,246,2,21,4,1,187,23
2,1829,4,162,4,2,992,499
5,657,3,99,4,3,378,265
2,1125,4,149,4,1,635,191
3,505,4,83,3,5,411,53
2,962,5,18,4,3,490,343
2,532,2,32,3,3,282,197
3,2880,1,298,4,4,2227,855
2,2875,4,36,3,3,1456,1018
2,2977,2,143,5,2,1560,779
5,2834,3,63,3,3,1449,1014
2,95,4,211,3,2,153,76
2,984,5,69,3,3,527,368
4,2447,2,107,2,4,2300,228
4,2769,3,208,3,4,2677,270
3,551,3,32,3,2,408,87
4,1050,5,159,3,5,1086,61
2,2875,4,107,3,1,1490,448
4,2223,2,6,2,5,2005,67
2,1080,2,113,4,4,596,537
1,169,2,641,5,2,242,284
2,1810,4,46,3,1,930,278
4,2854,3,219,3,2,2770,151
4,1320,4,105,3,5,1281,72
4,1361,4,10,2,2,1233,69
3,2744,4,62,2,5,1961,423
4,2949,2,28,4,5,2684,146
2,296,2,150,4,4,223,200
3,2219,5,98,3,1,1620,209
3,2867,4,18,3,2,2018,430
4,1364,4,67,4,2,1285,72
2,446,2,67,3,3,256,179
4,155,5,87,3,4,217,22
2,1266,3,87,4,5,676,608
3,2002,1,493,3,3,1746,524
3,330,2,30,3,1,252,32
3,2874,5,63,3,3,2052,619
3,25,3,42,2,4,46,18
2,1767,1,41,3,2,903,450
5,1259,4,87,4,2,672,337
2,2893,4,435,3,5,1665,833
2,753,4,27,2,4,389,351
4,2107,2,26,3,5,1916,195
3,690,2,149,4,3,587,176
3,2957,5,121,3,5,2149,650
2,1743,2,20,4,4,881,793
3,2154,3,66,2,3,1555,465
3,313,2,486,3,1,558,72
3,842,4,87,3,2,651,138
2,2881,3,81,2,2,1480,741
3,503,3,71,3,2,401,86
3,1559,1,39,2,2,1116,240
4,2752,5,131,3,4,2594,260
1,114,2,60,4,1,52,36
3,497,2,47,3,1,380,49
2,431,4,144,2,3,287,201
2,2764,4,29,3,2,1397,698
2,2751,1,19,3,1,1386,415
3,131,5,21,3,5,106,13
4,1664,1,19,2,1,1518,49
3,2313,3,30,4,5,1644,209
2,2804,3,47,3,5,1426,426
3,227,4,50,4,3,193,58
2,2877,5,30,2,2,1448,729
2,2008,3,0,2,3,1003,702
4,34,4,36,3,2,63,3
3,1069,5,36,3,4,772,300
2,900,1,0,3,1,450,135
3,43,2,72,4,4,80,31
2,205,4,27,2,4,116,104
2,995,2,424,2,2,708,355
3,1913,5,80,3,5,1396,298
3,323,4,88,2,5,287,61
4,126,3,57,3,3,164,13
3,1193,4,123,3,5,922,275
2,246,3,169,3,4,207,187
4,2019,3,23,3,5,1835,186
4,39,2,132,3,4,154,15
1,93,3,4,2,2,29,33
3,648,4,61,4,2,494,107
3,18,2,66,3,4,58,23
4,1572,3,151,4,1,1546,53
5,655,3,29,3,3,614,49
2,350,2,83,3,1,216,65
2,1915,4,60,3,2,988,493
3,2766,5,82,3,2,1997,423
4,589,4,64,3,3,588,45
1,376,4,9,2,4,116,241
4,952,4,21,4,4,874,88
1,1306,1,155,2,2,438,510
3,676,5,276,4,3,666,200
3,100,4,66,3,1,116,15
2,2895,5,47,2,5,1467,440
2,1795,3,201,2,2,998,499
2,76,4,65,3,2,70,35
4,227,5,20,3,4,222,22
4,2453,2,373,3,2,2543,141
2,1006,4,31,3,1,518,155
3,909,4,246,4,2,808,173
3,67,4,157,3,5,156,34
3,406,3,281,4,4,480,186
1,234,5,95,3,2,98,115
4,186,2,10,4,4,176,17
2,937,5,14,3,1,477,142
5,1012,2,97,4,3,554,388
3,236,3,47,3,1,197,25
2,832,1,196,3,3,514,358
4,501,4,53,3,2,499,27
2,8,4,107,4,2,57,29
4,2837,4,64,2,5,2608,146
3,2934,5,262,3,3,2235,672
2,396,4,40,4,3,218,152
4,851,3,4,4,1,769,25
4,2028,2,79,4,4,1897,189
4,2044,4,109,3,2,1936,108
4,461,4,159,3,1,557,19
2,2832,3,161,3,5,1498,448
3,2237,4,254,3,4,1745,670
3,130,4,30,3,4,111,44
2,851,4,49,3,2,449,225
3,2858,4,16,3,3,2012,603
4,2502,3,143,3,1,2383,78
3,2789,4,8,4,3,1955,589
4,2884,4,219,2,4,2791,281
2,43,3,7,2,1,24,7
3,372,4,294,3,5,466,60
2,226,5,364,3,3,295,206
4,25,3,64,3,1,80,2
4,2107,3,30,4,5,1923,64
3,1395,2,120,3,1,1058,138
4,2490,1,556,3,5,2737,92
2,2962,5,215,3,4,1588,1431
2,101,3,216,3,3,158,111
2,5,2,82,4,1,43,13
4,484,2,296,2,5,701,23
3,350,4,17,3,5,257,32
2,1489,2,45,3,4,765,691
4,1412,2,34,4,2,1302,72
3,25,5,644,4,4,468,180
3,2221,3,40,3,5,1587,606
4,837,2,54,2,5,802,80
3,893,4,485,3,2,963,207
2,1418,2,140,2,2,779,389
4,1173,5,24,2,1,1080,34
4,1360,4,52,4,2,1270,71
4,130,4,342,2,5,424,23
3,159,4,115,3,1,192,24
3,1701,2,12,2,1,1201,153
3,494,2,596,2,5,763,98
3,2772,4,86,4,3,1996,604
2,221,4,5,3,2,113,56
2,928,4,453,3,5,692,344
3,2965,3,190,3,4,2209,851
3,697,1,40,3,5,516,198
4,93,4,14,3,1,96,3
3,554,3,160,4,2,499,107
3,1542,3,48,3,1,1113,143
2,2919,4,94,4,3,1505,1053
1,1596,4,150,4,3,522,858
3,2910,2,47,3,4,2070,797
2,1468,2,298,3,1,885,264
4,2772,4,38,4,1,2529,85
4,2832,2,68,1,4,2611,259
3,741,2,280,3,3,716,213
4,850,4,244,3,4,984,99
3,2861,4,186,4,2,2128,459
2,293,3,57,3,3,175,122
2,47,4,264,3,1,155,46
3,194,3,16,3,4,146,57
3,134,3,312,3,1,312,40
1,1627,3,0,2,2,489,569
4,2009,4,34,2,3,1841,141
4,2315,4,200,2,5,2265,175
3,2781,4,131,3,5,2042,609
4,2261,3,1,4,4,2035,204
3,612,3,82,2,3,484,146
2,1051,4,13,3,5,532,372
2,907,3,369,3,3,638,446
3,182,5,145,2,5,228,69
3,1983,1,548,3,4,1774,680
4,177,1,56,3,2,210,11
4,2937,1,248,2,3,2863,225
2,747,4,57,2,3,403,280
3,2975,4,31,3,1,2108,268
3,1174,4,140,3,2,920,197
3,1071,3,44,2,3,781,233
2,857,4,195,3,3,526,368
2,733,4,38,4,3,386,268
2,2483,4,6,3,1,1243,374
3,2956,1,16,3,3,2081,622
2,59,2,8,3,2,33,17
4,1330,3,109,3,1,1292,44
4,341,2,1,3,4,307,31
3,1348,2,179,3,5,1069,412
4,533,3,147,3,4,611,62
4,830,4,291,4,5,1009,100
2,157,2,246,3,1,201,60
4,891,3,207,4,2,987,55
2,197,2,93,3,5,145,72
4,307,2,171,3,5,429,24
5,378,2,16,3,3,354,28
3,2230,4,99,2,4,1629,629
4,171,4,3,3,4,156,16
3,995,2,47,3,1,728,94
2,332,4,562,3,2,447,223
4,2416,2,101,3,1,2261,76
3,1620,3,20,3,2,1150,245
3,2869,4,112,4,1,2084,269
2,1066,5,382,3,3,724,506
3,1570,1,43,3,3,1128,340
4,571,5,39,4,1,550,17
2,898,4,87,2,2,493,247
2,277,2,104,4,5,190,95
3,1396,3,7,3,1,982,126
5,988,4,48,3,3,725,217
4,198,4,86,4,5,255,20
3,367,5,45,4,1,288,37
2,1239,4,5,3,3,623,434
2,1520,2,5,3,3,763,533
4,1005,2,32,1,4,934,92
4,2306,2,36,4,5,2108,210
3,2919,3,24,4,5,2055,799
3,2292,5,32,3,1,1622,210
2,1275,3,97,3,2,685,342
1,2936,2,33,2,2,888,1041
4,1318,2,74,2,5,1255,68
4,679,5,69,2,3,673,52
2,2819,3,73,3,4,1446,1301
2,2910,3,61,2,2,1482,746
4,1193,3,309,3,5,1352,75
3,2399,4,40,4,1,1713,218
1,2385,3,36,4,5,726,511
3,2735,3,170,3,5,2032,262
3,1269,2,68,3,4,936,360
3,2893,4,230,3,3,2184,658
3,2193,4,458,2,4,1854,716
3,894,2,199,3,4,763,297
4,2904,4,33,3,3,2638,209
3,699,4,28,3,4,509,196
2,21,4,216,3,3,118,83
2,1353,3,101,3,3,727,508
2,260,4,7,3,2,133,66
4,646,4,61,3,4,637,63
2,806,4,273,4,3,540,377
2,2769,5,40,2,3,1402,986
4,434,4,138,3,3,514,40
3,757,4,15,3,4,542,207
2,626,3,33,3,3,328,231
2,2579,2,294,2,1,1428,432
3,700,2,19,3,4,503,194
3,60,3,60,3,4,83,33
2,37,5,13,3,4,25,22
2,3,1,180,3,5,91,82
4,693,5,8,3,2,631,34
3,214,4,136,3,5,245,52
2,2941,4,129,3,3,1535,1075
4,2343,5,59,3,4,2161,216
4,2313,4,223,4,2,2284,125
2,255,5,87,3,5,170,86
2,84,1,23,2,3,53,37
3,1820,5,1434,3,2,2282,486
3,2761,4,39,3,2,1960,420
3,2115,4,147,3,5,1582,339
2,1328,4,197,4,3,762,534
3,17,4,21,3,4,26,10
2,305,2,136,3,1,220,66
2,2056,2,222,4,1,1135,341
2,2985,4,210,4,2,1598,799
3,325,4,0,2,2,227,48
2,281,3,331,3,5,306,152
3,395,4,21,2,1,291,37
2,38,4,346,3,4,192,172
4,2352,5,38,3,4,2152,213
3,545,3,0,2,3,382,114
3,712,4,30,2,5,520,155
3,1201,4,7,3,4,847,325
2,65,1,226,3,3,145,102
4,54,4,161,4,2,192,11
3,2382,5,149,4,4,1767,687
3,2945,3,196,3,5,2198,847
3,1951,3,236,3,4,1531,589
3,2874,4,353,3,2,2255,487
3,1278,4,60,3,4,937,360
1,393,4,284,3,5,203,426
3,2457,3,68,4,4,1765,683
2,2957,1,2,3,1,1481,442
3,2988,1,57,3,1,2135,272
2,1331,2,34,3,4,683,613
2,1332,4,206,3,1,769,231
2,678,4,11,3,4,344,310
2,954,4,2,2,1,477,143
1,243,3,169,3,4,123,259
4,373,3,8,4,5,343,34
3,2858,2,20,4,2,2017,429
5,481,3,45,3,4,368,142
4,43,3,141,3,4,165,17
4,1125,2,280,4,5,1264,127
2,1689,2,11,2,3,848,596
1,2094,1,138,4,5,670,1092
4,2852,4,119,3,1,2673,89
5,1164,1,35,4,3,1080,83
3,127,4,23,4,2,105,22
2,868,5,63,2,4,465,418
4,1021,4,20,3,3,938,72
3,784,5,107,3,2,624,133
1,1955,5,161,4,5,631,741
4,2772,1,201,3,1,2674,89
4,2876,5,104,2,3,2686,206
3,27,3,6,4,1,23,2
4,1042,4,128,2,5,1053,34
3,1126,3,8,3,1,793,102
3,1684,2,59,4,2,1219,262
4,675,3,434,3,2,997,56
2,669,5,244,2,2,456,228
3,1655,3,16,2,5,1172,248
3,1720,3,152,3,1,1309,169
4,71,1,25,3,1,86,2
2,577,4,198,3,3,386,272
2,461,1,0,2,5,230,162
2,716,3,121,3,1,417,125
4,2692,4,9,3,5,2433,80
3,1380,3,120,4,3,1048,315
4,2707,4,11,4,1,2449,80
4,1138,1,78,3,3,1094,85
3,124,2,209,3,1,232,30
5,1155,3,115,2,5,887,114
4,2368,2,197,4,4,2305,234
4,884,5,9,3,5,803,81
5,2384,5,23,2,5,2166,216
2,24,4,91,4,4,57,52
3,1028,2,24,4,3,737,220
2,1213,1,16,2,4,614,552
3,91,2,112,3,3,142,42
3,39,5,40,2,3,55,16
4,2876,2,10,3,4,2601,256
2,2058,4,56,4,1,1056,315
5,1186,2,158,3,2,671,335
2,2145,4,279,3,5,1207,607
3,174,3,89,3,1,183,24
4,139,5,399,3,4,484,48
4,294,1,31,4,2,293,15
3,339,4,0,3,5,236,51
3,2892,5,16,2,4,2034,786
4,320,4,216,4,3,482,37
3,149,3,19,3,4,117,45
2,240,5,65,3,4,152,137
2,131,3,93,2,5,111,101
4,1616,2,8,3,2,1458,83
4,625,3,497,3,4,1010,100
3,845,1,51,4,4,625,243
2,287,5,55,3,3,170,120
3,909,2,110,2,4,713,275
4,606,3,13,2,3,557,43
3,55,3,96,4,1,105,13
3,2820,3,47,2,2,2003,431
4,739,3,48,4,1,707,24
4,1823,3,15,2,1,1652,55
2,784,5,23,3,2,403,202
1,1241,4,192,2,3,430,702
3,699,4,35,4,3,514,154
3,2790,1,27,4,3,1976,588
4,1647,2,110,4,3,1579,124
2,1887,1,125,3,2,1005,502
2,296,3,367,3,4,331,299
5,909,3,0,3,4,452,411
2,2847,3,61,3,5,1453,1308
